Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2008.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,1144
2008.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2008.03,Captive financial institutions,281,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,3720
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,C
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Debt securities,K070000,AFA0300,-228
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Loans,K070000,AFA0400,C
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,3800
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,159
2008.03,Captive financial institutions,281,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,C
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,-4664
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,-281
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Loans,K070000,AFL0400,C
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,-4186
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,-151
2008.03,Captive financial institutions,281,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,C
2008.03,Captive financial institutions,281,Revaluation Account Total non-financial assets,K070000,AN00000,167
2008.03,Captive financial institutions,281,Revaluation Account Produced non-financial assets,K070000,AN10000,88
2008.03,Captive financial institutions,281,Revaluation Account Non-produced non-financial assets,K070000,AN20000,79
2008.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,291189
2008.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2008.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,5334
2008.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,20372
2008.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,71850
2008.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,159931
2008.03,Captive financial institutions,281,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2008.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,173
2008.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,33530
2008.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,300977
2008.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2008.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2008.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,16378
2008.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,78973
2008.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,169092
2008.03,Captive financial institutions,281,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,0
2008.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,399
2008.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,36135
2008.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,5756
2008.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,908
2008.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,4848
2008.03,Captive financial institutions,281,Financial assets Opening balance Total financial assets,LS00000,AFA0000,274496
2008.03,Captive financial institutions,281,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,0
2008.03,Captive financial institutions,281,Financial assets Opening balance currency and deposits,LS00000,AFA0200,11091
2008.03,Captive financial institutions,281,Financial assets Opening balance debt securities,LS00000,AFA0300,20858
2008.03,Captive financial institutions,281,Financial assets Opening balance loans,LS00000,AFA0400,61959
2008.03,Captive financial institutions,281,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,151462
2008.03,Captive financial institutions,281,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2008.03,Captive financial institutions,281,Financial assets Opening balance financial derivatives,LS00000,AFA0700,14
2008.03,Captive financial institutions,281,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,29112
2008.03,Captive financial institutions,281,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,290284
2008.03,Captive financial institutions,281,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,0
2008.03,Captive financial institutions,281,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2008.03,Captive financial institutions,281,Financial liabilities Opening balance debt securities,LS00000,AFL0300,17876
2008.03,Captive financial institutions,281,Financial liabilities Opening balance loans,LS00000,AFL0400,73827
2008.03,Captive financial institutions,281,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,167210
2008.03,Captive financial institutions,281,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,0
2008.03,Captive financial institutions,281,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,550
2008.03,Captive financial institutions,281,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,30821
2008.03,Captive financial institutions,281,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,4186
2008.03,Captive financial institutions,281,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,660
2008.03,Captive financial institutions,281,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,3526
2008.03,Captive financial institutions,281,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,99
2008.03,Captive financial institutions,281,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,99
2008.03,Captive financial institutions,281,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,0
2008.03,Captive financial institutions,281,Total net transactions in produced non-financial assets,P050000,AN10000,160
2008.03,Captive financial institutions,281,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-63
2008.03,Captive financial institutions,281,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,223
2008.03,Captive financial institutions,281,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,0
2008.03,Central government institutions excluding funded social insurance schemes,311,ISA Saving (net),B08N000,ISA,10431
2008.03,Central government institutions excluding funded social insurance schemes,311,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,922
2008.03,Central government institutions excluding funded social insurance schemes,311,Total net transactions in non-financial assets,B091N00,AN00000,1631
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,8469
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,9390
2008.03,Central government institutions excluding funded social insurance schemes,311,Changes in net worth due to other changes in volume of assets,B102000,A000000,-185
2008.03,Central government institutions excluding funded social insurance schemes,311,Changes in net worth due to nominal holding gains/losses,B103000,A000000,1948
2008.03,Central government institutions excluding funded social insurance schemes,311,ISA Net capital taxes receivable,D910000,ISA,3
2008.03,Central government institutions excluding funded social insurance schemes,311,ISA Net capital transfers receivable,D990000,ISA,-333
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in financial assets,F000000,AFA0000,14380
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,-9
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in currency and deposits,F000000,AFA0200,8658
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in debt securities,F000000,AFA0300,1576
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in loans,F000000,AFA0400,-933
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,6314
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in financial derivatives,F000000,AFA0700,2
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,-1227
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,4990
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,-7
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in debt securities,F000000,AFL0300,1696
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in loans,F000000,AFL0400,2659
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,63
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,579
2008.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,-180
2008.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,-5
2008.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,-1592
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,-1
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,-10
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Debt securities,K070000,AFA0300,-88
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,-1546
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,65
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,-13
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,217
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,-187
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,-1
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,342
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,63
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Total non-financial assets,K070000,AN00000,3758
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Produced non-financial assets,K070000,AN10000,1348
2008.03,Central government institutions excluding funded social insurance schemes,311,Revaluation Account Non-produced non-financial assets,K070000,AN20000,2409
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,95566
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,35
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,15204
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,9861
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,15521
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,45064
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,1138
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,8743
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,57601
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,292
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,29149
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,6966
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,9364
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,819
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,11010
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,68699
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,55490
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,13208
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance Total financial assets,LS00000,AFA0000,82958
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance monetary gold and special drawing rights,LS00000,AFA0100,45
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance currency and deposits,LS00000,AFA0200,6542
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance debt securities,LS00000,AFA0300,8374
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance loans,LS00000,AFA0400,16477
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance equity and investment fund shares,LS00000,AFA0500,40474
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance insurance pension and standardised guarantee schemes,LS00000,AFA0600,..
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance financial derivatives,LS00000,AFA0700,1071
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Opening balance other accounts receivable,LS00000,AFA0800,9976
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance Total financial liabilities,LS00000,AFL0000,52394
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance monetary gold and special drawing rights,LS00000,AFL0100,299
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance currency and deposits,LS00000,AFL0200,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance debt securities,LS00000,AFL0300,27640
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance loans,LS00000,AFL0400,4307
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance equity and investment fund shares,LS00000,AFL0500,0
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance insurance pension and standardised guarantee schemes,LS00000,AFL0600,9302
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance financial derivatives,LS00000,AFL0700,477
2008.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Opening balance other accounts payable,LS00000,AFL0800,10369
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Opening balances Total non-financial assets,LS00000,AN00000,63315
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Opening balances Produced non-financial assets,LS00000,AN10000,52563
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Opening balances Non-produced non-financial assets,LS00000,AN20000,10752
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Total net transactions in non-produced non-financial assets,NP00000,AN20000,52
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in non-produced non-financial assets Net purchases of land,NP01000,AN20000,44
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in non-produced non-financial assets Purchases of non-produced non-financial assets net,NP02000,AN20000,7
2008.03,Central government institutions excluding funded social insurance schemes,311,Total net transactions in produced non-financial assets,P050000,AN10000,1579
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in produced non-financial assets Consumption of fixed capital,P051C00,AN10000,-2859
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in produced non-financial assets Gross fixed capital formation,P051G00,AN10000,4397
2008.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Net transactions in produced non-financial assets Change in inventories,P052000,AN10000,42
2008.03,Central government institutions funded social insurance schemes,312,ISA Saving (net),B08N000,ISA,0
2008.03,Central government institutions funded social insurance schemes,312,Statistical discrepancy - net lending (+) / net borrowing (-),B090000,A000000,1086
2008.03,Central government institutions funded social insurance schemes,312,Total net transactions in non-financial assets,B091N00,AN00000,0
2008.03,Central government institutions funded social insurance schemes,312,Capital Account Net lending (+) / net borrowing (-) ISA,B09C000,ISA,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net lending (+) / net borrowing (-) financial account,B09F000,A000000,1086
2008.03,Central government institutions funded social insurance schemes,312,Changes in net worth due to other changes in volume of assets,B102000,A000000,0
2008.03,Central government institutions funded social insurance schemes,312,Changes in net worth due to nominal holding gains/losses,B103000,A000000,-472
2008.03,Central government institutions funded social insurance schemes,312,ISA Net capital taxes receivable,D910000,ISA,0
2008.03,Central government institutions funded social insurance schemes,312,ISA Net capital transfers receivable,D990000,ISA,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in financial assets,F000000,AFA0000,654
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in monetary gold and special drawing rights,F000000,AFA0100,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in currency and deposits,F000000,AFA0200,82
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in debt securities,F000000,AFA0300,284
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in loans,F000000,AFA0400,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in equity and investment fund shares,F000000,AFA0500,49
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in insurance pension and standardised guarantee schemes,F000000,AFA0600,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in financial derivatives,F000000,AFA0700,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Net transactions in other accounts receivable,F000000,AFA0800,239
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in financial liabilities,F000000,AFL0000,-433
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in monetary gold and special drawing rights,F000000,AFL0100,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in currency and deposits,F000000,AFL0200,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in debt securities,F000000,AFL0300,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in loans,F000000,AFL0400,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in equity and investment fund shares,F000000,AFL0500,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in insurance pension and standardised guarantee schemes,F000000,AFL0600,19
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in financial derivatives,F000000,AFL0700,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Net transactions in other accounts payable,F000000,AFL0800,-452
2008.03,Central government institutions funded social insurance schemes,312,Other Changes in the Volume of Assets and Liabilities Catastrophic losses,K030000,AN00000,0
2008.03,Central government institutions funded social insurance schemes,312,Other Changes in the Volume of Assets and Liabilities Financial assets,K050000,AFA0000,0
2008.03,Central government institutions funded social insurance schemes,312,Other Changes in the Volume of Assets and Liabilities Financial liabilities,K050000,AFL0000,0
2008.03,Central government institutions funded social insurance schemes,312,Other Changes in the Volume of Assets and Liabilities Other changes in volume n.e.c.,K050000,AN00000,0
2008.03,Central government institutions funded social insurance schemes,312,Other Changes in the Volume of Assets and Liabilities Changes in sector classification,K061000,AF00000,0
2008.03,Central government institutions funded social insurance schemes,312,Other Changes in the Volume of Assets and Liabilities Changes in assets and liabilities classification,K062000,AF00000,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Total financial assets,K070000,AFA0000,-395
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Monetary gold and special drawing rights,K070000,AFA0100,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Currency and deposits,K070000,AFA0200,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Debt securities,K070000,AFA0300,-23
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Loans,K070000,AFA0400,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Equity and investment fund shares,K070000,AFA0500,-398
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Insurance pension and standardised guarantee schemes,K070000,AFA0600,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Financial derivatives and employee stock options,K070000,AFA0700,26
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial assets Other accounts receivable,K070000,AFA0800,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,79
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Monetary gold and special drawing rights,K070000,AFL0100,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Currency and deposits,K070000,AFL0200,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Debt securities,K070000,AFL0300,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Loans,K070000,AFL0400,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Insurance pension and standardised guarantee schemes,K070000,AFL0600,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,79
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Total non-financial assets,K070000,AN00000,3
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Produced non-financial assets,K070000,AN10000,0
2008.03,Central government institutions funded social insurance schemes,312,Revaluation Account Non-produced non-financial assets,K070000,AN20000,3
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,16678
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1475
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,8712
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,5364
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance insurance pension and standardised guarantee schemes,LE00000,AFA0600,..
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,26
2008.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1101
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,721
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance insurance pension and standardised guarantee schemes,LE00000,AFL0600,77
2008.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,79
